"Grupo_Nome","Empresa_Nome","Unidade_Nome","Setor_Nome","Funcao_Nome","Ativo"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0003-87","Loja","Vendedor","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0003-87","Loja","Gerente","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0013-59","Loja","Gerente","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Farmácia","Farmacêutico","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Farmácia","Gerente de Farmácia","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Administrativo","Auxiliar Administrativo","true"
"COELHO & LIMA","Fiorella Spaziani Maria","Fiorella Spaziani Maria","Recepção","Recepcionista","true"
"Consultiva Contabilidade","CRISTIANE GOMES PORTO AGOSTINHO LOPES","CRISTIANE GOMES PORTO AGOSTINHO LOPES","Recepção","Secretária","true"
"Saldanha Contabilidade","AVENCA COMERCIAL LTDA","AVENCA COMERCIAL LTDA","Helicóptero","Piloto de Helicóptero","true"
"Saldanha Contabilidade","Nelson Pires Bortolai","Nelson Pires Bortolai","ESCRITORIO","Administrador","true"
"Saldanha Contabilidade","Nelson Pires Bortolai","Nelson Pires Bortolai","EXTERNO","Motofretista","true"
"Saldanha Contabilidade","Nelson Pires Bortolai","Nelson Pires Bortolai","ESCRITORIO","Auxiliar Adiministrativo e Juridico","true"
"Saldanha Contabilidade","Nelson Pires Bortolai","Nelson Pires Bortolai","ESCRITORIO","Assistente Administrativo","true"
"Consultiva Contabilidade","Jose Reinaldo Vieira de Souza","Jose Reinaldo Vieira de Souza","Recepção","Recepcionista","true"
"Consultiva Contabilidade","Myrian Jurema Kamia","Myrian Jurema Kamia","Administrativo","Administrativo","true"
"Saldanha Contabilidade","TERRITORIAL RODOANEL LTDA","TERRITORIAL RODOANEL LTDA","Geral","Ajudante Geral","true"
"Saldanha Contabilidade","TERRITORIAL RODOANEL LTDA","TERRITORIAL RODOANEL LTDA","Geral","Encarregado","true"
"Saldanha Contabilidade","Imbuia Comercial Ltda","Imbuia Comercial Ltda","Operacional","Ajudante Geral","true"
"Saldanha Contabilidade","Imbuia Comercial Ltda","Imbuia Comercial Ltda","Operacional","Piloto de Helicóptero","true"
"ATOMY DO BRASIL COSMETICOS LTDA","ATOMY DO BRASIL","ATOMY DO BRASIL","Atendimento","Supervisora de Atendimento ao Cliente","true"
"ATOMY DO BRASIL COSMETICOS LTDA","ATOMY DO BRASIL","ATOMY DO BRASIL","Produtos","Analista de Produtos","true"
"Manoel Jardim","ZIPP PRESENTES LTDA","ZIPP PRESENTES LTDA","Loja","Balconista","true"
"Consultiva Contabilidade","SOUSA NETO ODONTOLOGIA S/S LTDA","SOUSA NETO ODONTOLOGIA S/S LTDA","Consultório","Auxiliar de Saúde Bucal","true"
"Associações Colônias Japonesas","ASSOCIACAO CULTURAL E ASSISTENCIAL MIE KENJIN DO BRASIL","ASSOCIACAO CULTURAL E ASSISTENCIAL MIE KENJIN DO BRASIL","Administrativo","Auxiliar Admnistrativo","true"
"Consultiva Contabilidade","THAIS LUMI SUNADA MARUTAKA","Consultório Odontologico Dra Thaís Lumi","Consultório","Auxiliar de Saúde Bucal","true"
"ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","Secretaria","Auxiliar de Secretaria","true"
"ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","Secretaria","Coordenadora Pedagogica","true"
"ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","Cozinha","Auxiliar de Cozinha","true"
"Associações Colônias Japonesas","ASSOCIACAO DOS SHIZUOKA KEN JIN DO BRASIL","ASSOCIACAO DOS SHIZUOKA KEN JIN DO BRASIL","Zeladoria","Serviços Gerais","true"
"Consultiva Contabilidade","Thais Nejm Jacob","Thais Nejm Jacob","Consultório","Auxiliar de Saúde Bucal","true"
"TAUK PETITI ODONTOLOGIA LTDA","TAUK PETITI ODONTOLOGIA LTDA","TAUK PETITI ODONTOLOGIA LTDA","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"Associações Colônias Japonesas","ASSOCIACAO MIYAGUI KEN JIN KAI DO BRASIL","ASSOCIACAO MIYAGUI KEN JIN KAI DO BRASIL","Geral","Serviço Gerais","true"
"MART BEL COMERCIAL LTDA","MART BEL COMERCIAL LTDA - MJP MARTINS","MART BEL COMERCIAL LTDA - MJP MARTINS","Vendas","Analista de Vendas","true"
"MART BEL COMERCIAL LTDA","MART BEL COMERCIAL LTDA - MJP MARTINS","MART BEL COMERCIAL LTDA - MJP MARTINS","Recepção","Recepcionista","true"
"MART BEL COMERCIAL LTDA","MART BEL COMERCIAL LTDA - MJP MARTINS","MART BEL COMERCIAL LTDA - MJP MARTINS","Administrativo","Designer Gráfico","true"
"MART BEL COMERCIAL LTDA","MART BEL COMERCIAL LTDA - MJP MARTINS","MART BEL COMERCIAL LTDA - MJP MARTINS","Administrativo","Analista Administrativo","true"
"MART BEL COMERCIAL LTDA","MART BEL COMERCIAL LTDA - MJP MARTINS","MART BEL COMERCIAL LTDA - MJP MARTINS","Expedição","Auxiliar de Expedição","true"
"MART BEL COMERCIAL LTDA","MART BEL COMERCIAL LTDA - MJP MARTINS","MART BEL COMERCIAL LTDA - MJP MARTINS","Limpeza","Auxiliar de Serviços Gerais","true"
"MART BEL COMERCIAL LTDA","MART BEL COMERCIAL LTDA - MJP MARTINS","MART BEL COMERCIAL LTDA - MJP MARTINS","Estoque","Armazenista","true"
"Consultiva Contabilidade","Gustavo Grothe Machado","Gustavo Grothe Machado","Recepção","Recepcionista","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Administrativo","Editor de Vídeos","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Administrativo","Gestor(a) de Recursos Humanos","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Administrativo","Redator de Textos Técnicos","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Administrativo","Diretor Financeiro","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Administrativo","Líder de Atendimento","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Suporte Atendimento","Coordenadora de Atendimento","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Administrativo","LIDER DE EDIÇÃO","true"
"Consultiva Contabilidade","GEOVANA DE CASSIA PEREIRA CASTILHO","GEOVANA DE CASSIA PEREIRA CASTILHO","Geral","Recepcionista","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Administração","Encarregado de Administração - Setor: Administração","true"
"Contabilidade Ligia","R. Y. HIGA FEIRANTE","R. Y. HIGA FEIRANTE","Feira","Ajudante Geral","true"
"Contabilidade Ligia","R. Y. HIGA FEIRANTE","R. Y. HIGA FEIRANTE","Feira","Balconista","true"
"Contabilidade Ligia","R. Y. HIGA FEIRANTE","R. Y. HIGA FEIRANTE","Feira","Gerente de Vendas","true"
"Contabilidade Ligia","R. Y. HIGA FEIRANTE","R. Y. HIGA FEIRANTE","Feira","EMPRESARIO","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","CJ ILUMINACAO","CJ ILUMINACAO","Loja","Caixa","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","LUSTRES TUMIN","LUSTRES TUMIN","Loja","Vendedor","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","LUSTRES TUMIN","LUSTRES TUMIN","Loja","Caixa","true"
"COELHO & LIMA","COELHO & LIMA LTDA","COELHO & LIMA LTDA","Recepção","Recepcionista","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO TAORMINA","CONDOMINIO EDIFICIO TAORMINA","Zeladoria","Zelador(a)","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO TAORMINA","CONDOMINIO EDIFICIO TAORMINA","Serviços Gerais","Auxiliar de Serviços Gerais","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO TAORMINA","CONDOMINIO EDIFICIO TAORMINA","Portaria","Porteiro(a)","true"
"Bem Estar Hospitalar","Bem Estar Hospitalar","Bem Estar Hospitalar","Administrativo","Faturamento","true"
"Bem Estar Hospitalar","Bem Estar Hospitalar","Bem Estar Hospitalar","Produção","Estoque","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO VILLEVERT","CONDOMINIO EDIFICIO VILLEVERT","Geral","Encarregada de limpeza","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO WESTGATE","CONDOMINIO EDIFICIO WESTGATE","Portaria","Porteiro","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO WESTGATE","CONDOMINIO EDIFICIO WESTGATE","Limpeza","Auxiliar de Serviços Gerais","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO WESTGATE","CONDOMINIO EDIFICIO WESTGATE","Portaria","Vigia","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO WESTGATE","CONDOMINIO EDIFICIO WESTGATE","Limpeza","Auxiliar de Limpeza","true"
"UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO","UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO S/S LTDA","UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO S/S LTDA","Administrativo","Assistente Administrativo","true"
"Contabilidade Ligia","CRISTIANE TUGUCHI","CRISTIANE TUGUCHI","Administrativo","Gerente Administrativo","true"
"Consultiva Contabilidade","LUCILENE CARVALHO MEDEIROS CALIARI","LUCILENE CARVALHO MEDEIROS CALIARI","Consultório Odontológico","Auxiliar de saúde bucal","true"
"TENET DO BRASIL EIRELI","TENET DO BRASIL LTDA","TENET DO BRASIL LTDA","Vendas","Auxiliar de Vendas","true"
"Consultiva Contabilidade","MARA BORGES DE ANDRADE DOS SANTOS","Mara Borges de Andrade dos Santos","Recepção","Recepcionista","true"
"Consultiva Contabilidade","Carlos Eduardo Bez De Toledo","Carlos Eduardo Bez De Toledo","Consultório","Auxiliar de Saúde Bucal","true"
"LURI CABELEIREIROS LTDA EPP","LURI CABELEIREIROS LTDA","LURI CABELEIREIROS LTDA","recepçao","Recepcionista","true"
"LURI CABELEIREIROS LTDA EPP","LURI CABELEIREIROS LTDA","LURI CABELEIREIROS LTDA","salão","Auxiliar  de Serviços Gerais","true"
"Comunica Produções Comunicação Visual LTDA","COMUNICA PRODUCOES","COMUNICA PRODUCOES","Administrativo","Aux. Administrativo","true"
"Consultiva Contabilidade","RAQUEL CORREA HERCOLIN","RAQUEL CORRÊA HERCOLIN","Consultório","Técnica em Saúde Bucal","true"
"Consultiva Contabilidade","Gustavo Munhoz Miranda","Gustavo Munhoz Miranda","Consultório","Auxiliar de Saúde Bucal","true"
"Consultiva Contabilidade","Gustavo Munhoz Miranda","Gustavo Munhoz Miranda","Recepção","Recepcionista","true"
"Consultiva Contabilidade","ANA PAULA AMADEI MOSCHETTO SEVILHA","Ana Paula Amarei Moschetto Sevilha","Consultório","Auxiliar de Saúde Bucal","true"
"Consultiva Contabilidade","VERA LUCIA NEIVA","VERA LUCIA DE MENEZES NEIVA","Consultório","Auxiliar em Saúde Bucal","true"
"Consultiva Contabilidade","Joaquim Andrade Rebello Filho","Joaquim Andrade Rebello Filho","Consultório","Auxiliar Odontológico","true"
"OG STANDS PROMOCIONAIS LOCACOES E EMPREENDIMENTOS","OG STANDS & CENOGRAFIA","OG STANDS & CENOGRAFIA","Marketing","Auxiliar de Marketing","true"
"OG STANDS PROMOCIONAIS LOCACOES E EMPREENDIMENTOS","OG STANDS & CENOGRAFIA","OG STANDS & CENOGRAFIA","Operacional","Encarregado de Produção","true"
"OG STANDS PROMOCIONAIS LOCACOES E EMPREENDIMENTOS","OG STANDS & CENOGRAFIA","OG STANDS & CENOGRAFIA","Financeiro","Auxiliar de Vendas","true"
"OG STANDS PROMOCIONAIS LOCACOES E EMPREENDIMENTOS","OG STANDS & CENOGRAFIA","OG STANDS & CENOGRAFIA","Operacional","Auxiliar de Logística","true"
"OG STANDS PROMOCIONAIS LOCACOES E EMPREENDIMENTOS","OG STANDS & CENOGRAFIA","OG STANDS & CENOGRAFIA","Financeiro","Auxiliar Financeiro","true"
"CONDOMINIO EDIFICIO PLAZA DEL REY","CONDOMINIO EDIFICIO PLAZA DEL REY","CONDOMINIO EDIFICIO PLAZA DEL REY","Portaria","Porteiro","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO FARID MIGUEL HADDAD","CONDOMINIO EDIFICIO FARID MIGUEL HADDAD","Zeladoria","Zelador","true"
"COELHO & LIMA","CONDOMINIO EDIFICIO FINLANDIA","CONDOMINIO EDIFICIO FINLANDIA","Condomínio","Zelador","true"
"Eliana Cordeiro Amarante","Eliana Cordeiro Amarante","Eliana Cordeiro Amarante","Recepção","Recepcionista","true"
"Eliana Cordeiro Amarante","Eliana Cordeiro Amarante","Eliana Cordeiro Amarante","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"CONDOMINIO UP HOME SANTANA","Condomínio UP Home Santana","Condomínio UP Home Santana","Zeladoria","Zelador","true"
"LAB ONE LABORATORIO DE ANALISES CLINICAS LTDA","LAB ONE LABORATORIO DE ANALISES CLINICAS LTDA","LAB ONE LABORATORIO DE ANALISES CLINICAS LTDA","Laboratório","Técnico de Enfermagem ll","true"
"TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","Produção","Ajudante Geral","true"
"COELHO & LIMA","EDIFICIO LINDENBERG SAO PAULO","EDIFICIO LINDENBERG SAO PAULO","Zeladoria","Zelador","true"
"Consultiva Contabilidade","Gilberto Naufel","Gilberto Naufel","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"O PEIXEIRO PEIXARIA DELIVERY LTDA","O PEIXEIRO","O PEIXEIRO","Peixaria","Peixeiro","true"
"Consultiva Contabilidade","ROGERIO FIGUEIREDO ROMERA","Rogerio Figueiredo Romera","Geral","Auxiliar de Saúde Bucal","true"
"Ninja Grupo","BEST AUDIO ELETROELETRONICOS LTDA - MATRIZ","BEST AUDIO ELETROELETRONICOS LTDA - MATRIZ","Escritório","Analista Jr E-Commerce","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0008-91","Site","Gerente E-Commerce","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0006-20","Loja","Supervisor","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","Loja","Sub Gerente","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","Loja","Faxineira","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0009-72","Escritório","Assistente de RH","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0004-68","Escritório","Supervisor","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Estoque","Gerente de Logística - Setor: Estoque","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Produção","Auxiliar Manipulação","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Laboratório","Inspetora de Qualidade","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Administrativo","Expedidor de Mercadorias","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Despacho","Encarregado de Logística - Setor: Despacho","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Marketing","Coordenador de Marketing - Setor: Marketing","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Análise de Crédito","Assistente de Análise de Crédito e Cadastro III","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Separação","Assistente de Logística - Setor: Separação","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Caixa Fechada","Assistente de Logística - Setor: Caixa Fechada","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Estoque Refrigerado","Lider de Expedição - Setor: Estoque Refrigerado","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Conferência","Encarregado de Estoque - Setor: Conferência","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Recebimento","Encarregado De Estoque - Setor: Recebimento","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Recepção / Smart","Assistente Comercial - Setor: Recepção/Smart","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Faturamento","Encarregado de Faturamento - Setor: Faturamento","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Smart","Assistente Comercial - Setor: Smart","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Financeiro/RH","Gerente Financeiro/RH - Setor: Financeiro/RH","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Limpeza","Faxineira - Setor: Limpeza","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Supervisora/Supervisor","Supervisor(a) - Setor: Supervisora/Supervisor","true"
"Consultiva Contabilidade","Maria das Graças Guimarães Del Nero","Maria das Graças Guimarães Del Nero","Recepção","Recepcionista","true"
"Consultiva Contabilidade","Maria das Graças Guimarães Del Nero","Maria das Graças Guimarães Del Nero","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"Consultiva Contabilidade","Francia Lobacheff","Francia Lobacheff","Recepção","Recepcionista","true"
"Ótica Aclimação","OTICA ACLIMACAO LTDA","OTICA ACLIMACAO LTDA","Vendas","Gerente de Marketing","true"
"Ótica Aclimação","OTICA ACLIMACAO LTDA","OTICA ACLIMACAO LTDA","Vendas","Supervisor de Vendas","true"
"Ótica Aclimação","OTICA ACLIMACAO LTDA","OTICA ACLIMACAO LTDA","Serviços Gerais","Serviços Gerais","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Funileiro","true"
"Condomínio Edifício Antônio Duarte","Condomínio Edifício Antônio Duarte","Condomínio Edifício Antônio Duarte","Portaria","Porteiro","true"
"Condomínio Edifício Antônio Duarte","Condomínio Edifício Antônio Duarte","Condomínio Edifício Antônio Duarte","Manutenção","Manutencista","true"
"Condomínio Edifício Antônio Duarte","Condomínio Edifício Antônio Duarte","Condomínio Edifício Antônio Duarte","Portaria","Porteiro Noturno","true"
"CONDOMINIO EDIFICIO GUIARA","CONDOMINIO EDIFICIO GUIARA","CONDOMINIO EDIFICIO GUIARA","Portaria","Porteiro","true"
"Audicap Contabilidade S/A","EVERSON DE PADUA RIBEIRO","EVERSON DE PADUA RIBEIRO","BSGI - Aldeia da Serra","Jardineiro","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Administrativo","Analista Administrativo","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Oficina","Pintor Automotivo Pleno","true"
"Condomínio Edifício São Pedro","Condomínio Edifício São Pedro","Condomínio Edifício São Pedro","Portaria","Porteiro","true"
"Kawa Equipamentos E Acessorios Para Solda Eireli","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","Operacional","Técnico Eletrônico","true"
"Kawa Equipamentos E Acessorios Para Solda Eireli","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","Operacional","Técnico Mecânico","true"
"Kawa Equipamentos E Acessorios Para Solda Eireli","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","Administrativo","Assistente Administrativo","true"
"Infomatiq Solucoes Em Tecnologia Eireli","INFOMATIQ SOLUCOES EM TECNOLOGIA EIRELI","INFOMATIQ SOLUCOES EM TECNOLOGIA EIRELI","Administrativo","Coordenador Técnico","true"
"UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO","UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO S/S LTDA","UNIMEF - UNIDADE DE MEDICINA FETAL DE SAO PAULO S/S LTDA","Copa","Copeira","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Financeiro","Analista Financeiro","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Limpeza","Faxineira","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Financeiro","Técnico Administrativo","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0010-06","Loja","Sub Gerente","true"
"Consultiva Contabilidade","Jairo Hernandes da Cunha Bueno","Jairo Hernandes da Cunha Bueno","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"Consultiva Contabilidade","Marjory de Araujo Graça","Marjory de Araujo Graça","Geral","Serviços Gerais","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Faturamento","Auxiliar de Faturamento - Setor: Faturamento","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Despacho","Auxiliar de Expedição II - Setor: Despacho","true"
"RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","Produção","Ajudante Geral I","true"
"RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","RECIPLAS COMERCIO DE SUCATAS PLASTICAS LTDA","Operacional","AUXILIAR DE SERVIÇOS GERAIS","true"
"Proconsult Assessoria Empresarial LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","Escritório","Analista de Departamento Pessoal Pleno","true"
"Proconsult Assessoria Empresarial LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","Escritório","Coordenadora","true"
"Proconsult Assessoria Empresarial LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","Escritório","Auxiliar de Analista Fiscal","true"
"BELA EQUIPE CORPO E CABELO CABELEIREIROS","BELA EQUIPE CORPO E CABELO","BELA EQUIPE CORPO E CABELO","Salão","Gerente Geral","true"
"Consultiva Contabilidade","SOUCLIN","SOUCLIN","Consultório","Auxiliar de Saúde Bucal","true"
"Consultiva Contabilidade","CELSO BIAGIONI MENDES","CELSO BIAGIONI MENDES","Recepção","Recepcionista","true"
"PADARIA E MERCEARIA J E LTDA","PADARIA & MERCEARIA J.E","PADARIA & MERCEARIA J.E","Cozinha","Auxiliar de Padeiro","true"
"PADARIA E MERCEARIA J E LTDA","PADARIA & MERCEARIA J.E","PADARIA & MERCEARIA J.E","Cozinha","Padeiro","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Separação","Auxiliar de Expedição II - Setor: Separação","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Separação","Auxiliar de Expedição - Setor: Separação","true"
