cnae_tronco,cnae_completo,descricao_cnae,grau_risco,fonte
25501,2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",4,NR-04 Anexo I
25501,2550-1/02,"Fabricação de armas de fogo, outras armas e munições",4,NR-04 Anexo I
25918,2591-8/00,Fabricação de embalagens metálicas,3,NR-04 Anexo I
25926,2592-6/01,Fabricação de produtos de trefilados de metal padronizados,4,NR-04 Anexo I
25926,2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados",4,NR-04 Anexo I
25934,2593-4/00,Fabricação de artigos de metal para uso doméstico e pessoal,3,NR-04 Anexo I
25993,2599-3/01,Serviços de confecção de armações metálicas para a construção,3,NR-04 Anexo I
25993,2599-3/02,Serviço de corte e dobra de metais,3,NR-04 Anexo I
25993,2599-3/99,Fabricação de outros produtos de metal não especificados anteriormente,3,NR-04 Anexo I
26108,2610-8/00,Fabricação de componentes eletrônicos,3,NR-04 Anexo I
26213,2621-3/00,Fabricação de equipamentos de informática,3,NR-04 Anexo I
26221,2622-1/00,Fabricação de periféricos para equipamentos de informática,3,NR-04 Anexo I
26311,2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",3,NR-04 Anexo I
26329,2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",3,NR-04 Anexo I
26400,2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",3,NR-04 Anexo I
26515,2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle",3,NR-04 Anexo I
26523,2652-3/00,Fabricação de cronômetros e relógios,3,NR-04 Anexo I
26604,2660-4/00,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,3,NR-04 Anexo I
26701,2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",3,NR-04 Anexo I
26701,2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",3,NR-04 Anexo I
26809,2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas",3,NR-04 Anexo I
27104,2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",3,NR-04 Anexo I
27104,2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",3,NR-04 Anexo I
27104,2710-4/03,"Fabricação de motores elétricos, peças e acessórios",3,NR-04 Anexo I
27210,2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",3,NR-04 Anexo I
27228,2722-8/01,Fabricação de baterias e acumuladores para veículos automotores,3,NR-04 Anexo I
27228,2722-8/02,Recondicionamento de baterias e acumuladores para veículos automotores,3,NR-04 Anexo I
27317,2731-7/00,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,3,NR-04 Anexo I
27325,2732-5/00,Fabricação de material elétrico para instalações em circuito de consumo,3,NR-04 Anexo I
27333,2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados",3,NR-04 Anexo I
27406,2740-6/01,Fabricação de lâmpadas,3,NR-04 Anexo I
27406,2740-6/02,Fabricação de luminárias e outros equipamentos de iluminação,3,NR-04 Anexo I
27511,2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",3,NR-04 Anexo I
27597,2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",3,NR-04 Anexo I
27597,2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",3,NR-04 Anexo I
27902,2790-2/01,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",3,NR-04 Anexo I
27902,2790-2/02,Fabricação de equipamentos para sinalização e alarme,3,NR-04 Anexo I
27902,2790-2/99,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,3,NR-04 Anexo I
28119,2811-9/00,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",3,NR-04 Anexo I
28127,2812-7/00,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",3,NR-04 Anexo I
28135,2813-5/00,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",3,NR-04 Anexo I
28143,2814-3/01,"Fabricação de compressores para uso industrial, peças e acessórios",3,NR-04 Anexo I
28143,2814-3/02,"Fabricação de compressores para uso não industrial, peças e acessórios",3,NR-04 Anexo I
28151,2815-1/01,Fabricação de rolamentos para fins industriais,3,NR-04 Anexo I
28151,2815-1/02,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",3,NR-04 Anexo I
28216,2821-6/01,"Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios",3,NR-04 Anexo I
28216,2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",3,NR-04 Anexo I
28224,2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",3,NR-04 Anexo I
28224,2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",3,NR-04 Anexo I
28232,2823-2/00,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",3,NR-04 Anexo I
28241,2824-1/01,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,3,NR-04 Anexo I
28241,2824-1/02,Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial,3,NR-04 Anexo I
28259,2825-9/00,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",3,NR-04 Anexo I
28291,2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios",3,NR-04 Anexo I
28291,2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",3,NR-04 Anexo I
28313,2831-3/00,"Fabricação de tratores agrícolas, peças e acessórios",3,NR-04 Anexo I
28321,2832-1/00,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",3,NR-04 Anexo I
28330,2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",3,NR-04 Anexo I
28402,2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios",3,NR-04 Anexo I
28518,2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",3,NR-04 Anexo I
28526,2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",3,NR-04 Anexo I
28534,2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas",3,NR-04 Anexo I
28542,2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",3,NR-04 Anexo I
28615,2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",3,NR-04 Anexo I
28623,2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",3,NR-04 Anexo I
28631,2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",3,NR-04 Anexo I
28658,2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",3,NR-04 Anexo I
28666,2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",3,NR-04 Anexo I
28691,2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",3,NR-04 Anexo I
29107,2910-7/01,"Fabricação de automóveis, camionetas e utilitários",3,NR-04 Anexo I
29107,2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",3,NR-04 Anexo I
29107,2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários",3,NR-04 Anexo I
29204,2920-4/01,Fabricação de caminhões e ônibus,3,NR-04 Anexo I
29204,2920-4/02,Fabricação de motores para caminhões e ônibus,3,NR-04 Anexo I
29301,2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões",3,NR-04 Anexo I
29301,2930-1/02,Fabricação de carrocerias para ônibus,3,NR-04 Anexo I
29301,2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",3,NR-04 Anexo I
29417,2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores,3,NR-04 Anexo I
29425,2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,3,NR-04 Anexo I
29433,2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,3,NR-04 Anexo I
29441,2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,3,NR-04 Anexo I
29450,2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",3,NR-04 Anexo I
29492,2949-2/01,Fabricação de bancos e estofados para veículos automotores,3,NR-04 Anexo I
29492,2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,3,NR-04 Anexo I
29506,2950-6/00,Recondicionamento e recuperação de motores para veículos automotores,3,NR-04 Anexo I
30113,3011-3/01,Construção de embarcações de grande porte,3,NR-04 Anexo I
30113,3011-3/02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",3,NR-04 Anexo I
30121,3012-1/00,Construção de embarcações para esporte e lazer,3,NR-04 Anexo I
30318,3031-8/00,"Fabricação de locomotivas, vagões e outros materiais rodantes",3,NR-04 Anexo I
30326,3032-6/00,Fabricação de peças e acessórios para veículos ferroviários,3,NR-04 Anexo I
30415,3041-5/00,Fabricação de aeronaves,3,NR-04 Anexo I
30423,3042-3/00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",3,NR-04 Anexo I
30504,3050-4/00,Fabricação de veículos militares de combate,3,NR-04 Anexo I
30911,3091-1/01,Fabricação de motocicletas,3,NR-04 Anexo I
30911,3091-1/02,Fabricação de peças e acessórios para motocicletas,3,NR-04 Anexo I
30920,3092-0/00,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",3,NR-04 Anexo I
30997,3099-7/00,Fabricação de equipamentos de transporte não especificados anteriormente,3,NR-04 Anexo I
31012,3101-2/00,Fabricação de móveis com predominância de madeira,3,NR-04 Anexo I
31021,3102-1/00,Fabricação de móveis com predominância de metal,3,NR-04 Anexo I
31039,3103-9/00,"Fabricação de móveis de outros materiais, exceto madeira e metal",3,NR-04 Anexo I
31047,3104-7/00,Fabricação de colchões,2,NR-04 Anexo I
32116,3211-6/01,Lapidação de gemas,3,NR-04 Anexo I
32116,3211-6/02,Fabricação de artefatos de joalheria e ourivesaria,3,NR-04 Anexo I
32116,3211-6/03,Cunhagem de moedas e medalhas,3,NR-04 Anexo I
32124,3212-4/00,Fabricação de bijuterias e artefatos semelhantes,3,NR-04 Anexo I
32205,3220-5/00,"Fabricação de instrumentos musicais, peças e acessórios",3,NR-04 Anexo I
32302,3230-2/00,Fabricação de artefatos para pesca e esporte,3,NR-04 Anexo I
32400,3240-0/01,Fabricação de jogos eletrônicos,3,NR-04 Anexo I
32400,3240-0/02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",3,NR-04 Anexo I
32400,3240-0/03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",3,NR-04 Anexo I
32400,3240-0/99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,3,NR-04 Anexo I
32914,3291-4/00,"Fabricação de escovas, pincéis e vassouras",3,NR-04 Anexo I
32922,3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo,3,NR-04 Anexo I
32922,3292-2/02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,3,NR-04 Anexo I
32990,3299-0/01,Fabricação de guarda-chuvas e similares,3,NR-04 Anexo I
32990,3299-0/02,"Fabricação de canetas, lápis e outros artigos para escritório",3,NR-04 Anexo I
32990,3299-0/03,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",3,NR-04 Anexo I
32990,3299-0/04,Fabricação de painéis e letreiros luminosos,3,NR-04 Anexo I
32990,3299-0/05,Fabricação de aviamentos para costura,3,NR-04 Anexo I
32990,3299-0/06,"Fabricação de velas, inclusive decorativas",3,NR-04 Anexo I
32990,3299-0/99,Fabricação de produtos diversos não especificados anteriormente,3,NR-04 Anexo I
33112,3311-2/00,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",3,NR-04 Anexo I
33121,3312-1/02,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",3,NR-04 Anexo I
33121,3312-1/03,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,3,NR-04 Anexo I
33121,3312-1/04,Manutenção e reparação de equipamentos e instrumentos ópticos,3,NR-04 Anexo I
33139,3313-9/01,"Manutenção e reparação de geradores, transformadores e motores elétricos",3,NR-04 Anexo I
33139,3313-9/02,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",3,NR-04 Anexo I
33139,3313-9/99,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",3,NR-04 Anexo I
33147,3314-7/01,Manutenção e reparação de máquinas motrizes não elétricas,3,NR-04 Anexo I
33147,3314-7/02,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",3,NR-04 Anexo I
33147,3314-7/03,Manutenção e reparação de válvulas industriais,3,NR-04 Anexo I
33147,3314-7/04,Manutenção e reparação de compressores,3,NR-04 Anexo I
33147,3314-7/05,Manutenção e reparação de equipamentos de transmissão para fins industriais,3,NR-04 Anexo I
33147,3314-7/06,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",3,NR-04 Anexo I
33147,3314-7/07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,3,NR-04 Anexo I
33147,3314-7/08,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",3,NR-04 Anexo I
33147,3314-7/09,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório",3,NR-04 Anexo I
33147,3314-7/10,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,3,NR-04 Anexo I
33147,3314-7/11,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,3,NR-04 Anexo I
33147,3314-7/12,Manutenção e reparação de tratores agrícolas,3,NR-04 Anexo I
33147,3314-7/13,Manutenção e reparação de máquinas-ferramenta,3,NR-04 Anexo I
33147,3314-7/14,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,3,NR-04 Anexo I
33147,3314-7/15,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",3,NR-04 Anexo I
33147,3314-7/16,"Manutenção e reparação de tratores, exceto agrícolas",3,NR-04 Anexo I
33147,3314-7/17,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",3,NR-04 Anexo I
33147,3314-7/18,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",3,NR-04 Anexo I
33147,3314-7/19,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",3,NR-04 Anexo I
33147,3314-7/20,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",3,NR-04 Anexo I
33147,3314-7/21,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",3,NR-04 Anexo I
33147,3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,3,NR-04 Anexo I
33147,3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,3,NR-04 Anexo I
33155,3315-5/00,Manutenção e reparação de veículos ferroviários,3,NR-04 Anexo I
33163,3316-3/01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",3,NR-04 Anexo I
33163,3316-3/02,Manutenção de aeronaves na pista,3,NR-04 Anexo I
33171,3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes,3,NR-04 Anexo I
33171,3317-1/02,Manutenção e reparação de embarcações para esporte e lazer,3,NR-04 Anexo I
33198,3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,3,NR-04 Anexo I
33210,3321-0/00,Instalação de máquinas e equipamentos industriais,3,NR-04 Anexo I
33295,3329-5/01,Serviços de montagem de móveis de qualquer material,3,NR-04 Anexo I
33295,3329-5/99,Instalação de outros equipamentos não especificados anteriormente,3,NR-04 Anexo I
35115,3511-5/01,Geração de energia elétrica,3,NR-04 Anexo I
35115,3511-5/02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,3,NR-04 Anexo I
35123,3512-3/00,Transmissão de energia elétrica,3,NR-04 Anexo I
35131,3513-1/00,Comércio atacadista de energia elétrica,3,NR-04 Anexo I
35140,3514-0/00,Distribuição de energia elétrica,3,NR-04 Anexo I
35204,3520-4/01,Produção de gás; processamento de gás natural,3,NR-04 Anexo I
35204,3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,3,NR-04 Anexo I
35301,3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",3,NR-04 Anexo I
36006,3600-6/01,"Captação, tratamento e distribuição de água",3,NR-04 Anexo I
36006,3600-6/02,Distribuição de água por caminhões,3,NR-04 Anexo I
37011,3701-1/00,Gestão de redes de esgoto,3,NR-04 Anexo I
37029,3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",3,NR-04 Anexo I
38114,3811-4/00,Coleta de resíduos não perigosos,3,NR-04 Anexo I
38122,3812-2/00,Coleta de resíduos perigosos,3,NR-04 Anexo I
38211,3821-1/00,Tratamento e disposição de resíduos não perigosos,3,NR-04 Anexo I
38220,3822-0/00,Tratamento e disposição de resíduos perigosos,3,NR-04 Anexo I
38319,3831-9/01,Recuperação de sucatas de alumínio,3,NR-04 Anexo I
38319,3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",3,NR-04 Anexo I
38327,3832-7/00,Recuperação de materiais plásticos,3,NR-04 Anexo I
38394,3839-4/01,Usinas de compostagem,3,NR-04 Anexo I
38394,3839-4/99,Recuperação de materiais não especificados anteriormente,3,NR-04 Anexo I
39005,3900-5/00,Descontaminação e outros serviços de gestão de resíduos,3,NR-04 Anexo I
41107,4110-7/00,Incorporação de empreendimentos imobiliários,1,NR-04 Anexo I
41204,4120-4/00,Construção de edifícios,3,NR-04 Anexo I
42111,4211-1/01,Construção de rodovias e ferrovias,4,NR-04 Anexo I
42111,4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos,4,NR-04 Anexo I
42120,4212-0/00,Construção de obras de arte especiais,4,NR-04 Anexo I
42138,4213-8/00,"Obras de urbanização - ruas, praças e calçadas",3,NR-04 Anexo I
42219,4221-9/01,"Construção de barragens e represas para geração de energia 
elétrica",4,NR-04 Anexo I
42219,4221-9/02,Construção de estações e redes de distribuição de energia elétrica,4,NR-04 Anexo I
42219,4221-9/03,Manutenção de redes de distribuição de energia elétrica,4,NR-04 Anexo I
42219,4221-9/04,Construção de estações e redes de telecomunicações,4,NR-04 Anexo I
42219,4221-9/05,Manutenção de estações e redes de telecomunicações,4,NR-04 Anexo I
42227,4222-7/01,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",4,NR-04 Anexo I
42227,4222-7/02,Obras de irrigação,4,NR-04 Anexo I
42235,4223-5/00,"Construção de redes de transportes por dutos, exceto para água e esgoto",4,NR-04 Anexo I
42910,4291-0/00,"Obras portuárias, marítimas e fluviais",4,NR-04 Anexo I
42928,4292-8/01,Montagem de estruturas metálicas,4,NR-04 Anexo I
42928,4292-8/02,Obras de montagem industrial,4,NR-04 Anexo I
42995,4299-5/01,Construção de instalações esportivas e recreativas,3,NR-04 Anexo I
42995,4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,3,NR-04 Anexo I
43118,4311-8/01,Demolição de edifícios e outras estruturas,4,NR-04 Anexo I
43118,4311-8/02,Preparação de canteiro e limpeza de terreno,4,NR-04 Anexo I
43126,4312-6/00,Perfurações e sondagens,4,NR-04 Anexo I
43134,4313-4/00,Obras de terraplenagem,3,NR-04 Anexo I
43193,4319-3/00,Serviços de preparação do terreno não especificados anteriormente,3,NR-04 Anexo I
43215,4321-5/00,Instalação e manutenção elétrica,3,NR-04 Anexo I
43223,4322-3/01,"Instalações hidráulicas, sanitárias e de gás",3,NR-04 Anexo I
43223,4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",3,NR-04 Anexo I
43223,4322-3/03,Instalações de sistema de prevenção contra incêndio,3,NR-04 Anexo I
43291,4329-1/01,Instalação de painéis publicitários,3,NR-04 Anexo I
43291,4329-1/02,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",3,NR-04 Anexo I
43291,4329-1/03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",3,NR-04 Anexo I
43291,4329-1/04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",3,NR-04 Anexo I
43291,4329-1/05,"Tratamentos térmicos, acústicos ou de vibração",3,NR-04 Anexo I
43291,4329-1/99,Outras obras de instalações em construções não especificadas anteriormente,3,NR-04 Anexo I
43304,4330-4/01,Impermeabilização em obras de engenharia civil,3,NR-04 Anexo I
43304,4330-4/02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",3,NR-04 Anexo I
43304,4330-4/03,Obras de acabamento em gesso e estuque,3,NR-04 Anexo I
43304,4330-4/04,Serviços de pintura de edifícios em geral,3,NR-04 Anexo I
43304,4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores,3,NR-04 Anexo I
43304,4330-4/99,Outras obras de acabamento da construção,3,NR-04 Anexo I
43916,4391-6/00,Obras de fundações,4,NR-04 Anexo I
43991,4399-1/01,Administração de obras,3,NR-04 Anexo I
43991,4399-1/02,Montagem e desmontagem de andaimes e outras estruturas temporárias,3,NR-04 Anexo I
43991,4399-1/03,Obras de alvenaria,3,NR-04 Anexo I
43991,4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,3,NR-04 Anexo I
43991,4399-1/05,Perfuração e construção de poços de água,3,NR-04 Anexo I
43991,4399-1/99,Serviços especializados para construção não especificados anteriormente,3,NR-04 Anexo I
45111,4511-1/01,"Comércio a varejo de automóveis, camionetas e utilitários novos",2,NR-04 Anexo I
45111,4511-1/02,"Comércio a varejo de automóveis, camionetas e utilitários usados",2,NR-04 Anexo I
45111,4511-1/03,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",2,NR-04 Anexo I
45111,4511-1/04,Comércio por atacado de caminhões novos e usados,2,NR-04 Anexo I
45111,4511-1/05,Comércio por atacado de reboques e semireboques novos e usados,2,NR-04 Anexo I
45111,4511-1/06,Comércio por atacado de ônibus e micro-ônibus novos e usados,2,NR-04 Anexo I
45129,4512-9/01,Representantes comerciais e agentes do comércio de veículos automotores,2,NR-04 Anexo I
45129,4512-9/02,Comércio sob consignação de veículos automotores,2,NR-04 Anexo I
45200,4520-0/01,Serviços de manutenção e reparação mecânica de veículos automotores,3,NR-04 Anexo I
45200,4520-0/02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,3,NR-04 Anexo I
45200,4520-0/03,Serviços de manutenção e reparação elétrica de veículos automotores,3,NR-04 Anexo I
45200,4520-0/04,Serviços de alinhamento e balanceamento de veículos automotores,3,NR-04 Anexo I
45200,4520-0/05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",3,NR-04 Anexo I
45200,4520-0/06,Serviços de borracharia para veículos automotores,3,NR-04 Anexo I
45200,4520-0/07,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",3,NR-04 Anexo I
45200,4520-0/08,Serviços de capotaria,3,NR-04 Anexo I
45307,4530-7/01,Comércio por atacado de peças e acessórios novos para veículos automotores,2,NR-04 Anexo I
45307,4530-7/02,Comércio por atacado de pneumáticos e câmaras-de-ar,2,NR-04 Anexo I
45307,4530-7/03,Comércio a varejo de peças e acessórios novos para veículos automotores,2,NR-04 Anexo I
45307,4530-7/04,Comércio a varejo de peças e acessórios usados para veículos automotores,2,NR-04 Anexo I
45307,4530-7/05,Comércio a varejo de pneumáticos e câmaras-de-ar,2,NR-04 Anexo I
45307,4530-7/06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,2,NR-04 Anexo I
45412,4541-2/01,Comércio por atacado de motocicletas e motonetas,2,NR-04 Anexo I
45412,4541-2/02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,2,NR-04 Anexo I
45412,4541-2/03,Comércio a varejo de motocicletas e motonetas novas,2,NR-04 Anexo I
45412,4541-2/04,Comércio a varejo de motocicletas e motonetas usadas,2,NR-04 Anexo I
45412,4541-2/06,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,2,NR-04 Anexo I
45412,4541-2/07,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,2,NR-04 Anexo I
45421,4542-1/01,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",2,NR-04 Anexo I
45421,4542-1/02,Comércio sob consignação de motocicletas e motonetas,2,NR-04 Anexo I
45439,4543-9/00,Manutenção e reparação de motocicletas e motonetas,3,NR-04 Anexo I
46117,4611-7/00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,2,NR-04 Anexo I
46125,4612-5/00,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",2,NR-04 Anexo I
46133,4613-3/00,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",2,NR-04 Anexo I
46141,4614-1/00,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",2,NR-04 Anexo I
46150,4615-0/00,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",2,NR-04 Anexo I
46168,4616-8/00,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",2,NR-04 Anexo I
46176,4617-6/00,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",2,NR-04 Anexo I
46184,4618-4/01,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",2,NR-04 Anexo I
46184,4618-4/02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,2,NR-04 Anexo I
46184,4618-4/03,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",2,NR-04 Anexo I
46184,4618-4/99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,2,NR-04 Anexo I
46192,4619-2/00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,2,NR-04 Anexo I
46214,4621-4/00,Comércio atacadista de café em grão,2,NR-04 Anexo I
46222,4622-2/00,Comércio atacadista de soja,2,NR-04 Anexo I
46231,4623-1/01,Comércio atacadista de animais vivos,2,NR-04 Anexo I
46231,4623-1/02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",2,NR-04 Anexo I
46231,4623-1/03,Comércio atacadista de algodão,2,NR-04 Anexo I
46231,4623-1/04,Comércio atacadista de fumo em folha não beneficiado,2,NR-04 Anexo I
46231,4623-1/05,Comércio atacadista de cacau,2,NR-04 Anexo I
46231,4623-1/06,"Comércio atacadista de sementes, flores, plantas e gramas",2,NR-04 Anexo I
46231,4623-1/07,Comércio atacadista de sisal,2,NR-04 Anexo I
46231,4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,2,NR-04 Anexo I
46231,4623-1/09,Comércio atacadista de alimentos para animais,2,NR-04 Anexo I
